id,name,latitude,longitude,sector,subsector,assetType,sourceType,year,ch4_emissions,co2e_20yr_emissions,pm2_5_emissions,wte_class,waste_type,how_used,energy_generated,needed_hardware,wte_score,wte_confidence,wte_reason,second_best_wte_class,second_best_wte_score,classification_note
3174104,Sphinx International Airport,30.108179,30.895728,transportation,domestic-aviation,domestic,point-source,2026,0.0,0.0,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",86.513,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,7.654,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3171208,El Alamein International Airport,30.924324,28.46161,transportation,domestic-aviation,domestic,point-source,2026,0.0,0.0,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",86.513,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,7.654,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3170948,Capital International Airport,30.06465,31.839974,transportation,domestic-aviation,domestic,point-source,2026,0.0,0.0,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",86.513,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,7.654,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3173034,Mersa Matruh International Airport,31.324313,27.22227,transportation,domestic-aviation,domestic,point-source,2026,0.0,0.0,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",86.513,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,7.654,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3165563,El Nohza,31.192545,29.953058,transportation,international-aviation,international,point-source,2026,0.0,0.0,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",86.513,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,7.654,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3166955,Sohag International Airport,26.342515,31.743017,transportation,international-aviation,international,point-source,2026,0.0,0.0,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",86.513,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,7.654,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3168128,Mersa Matruh International Airport,31.324313,27.22227,transportation,international-aviation,international,point-source,2026,0.0,0.0,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",86.513,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,7.654,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3165445,Abu Simbel Airport,22.375924,31.611734,transportation,international-aviation,international,point-source,2026,0.0,0.0,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",86.513,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,7.654,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3169355,Taba International Airport,29.594496,34.775752,transportation,international-aviation,international,point-source,2026,0.0,0.0,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",86.513,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,7.654,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3173959,Siwa Oasis North Airport,29.346234,25.505624,transportation,domestic-aviation,domestic,point-source,2026,0.0,0.0,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",86.513,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,7.654,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3174261,Taba International Airport,29.594496,34.775752,transportation,domestic-aviation,domestic,point-source,2026,0.0,0.0,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",86.513,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,7.654,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3174615,El Kharja Airport,25.471483,30.588491,transportation,domestic-aviation,domestic,point-source,2026,0.0,0.0,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",86.513,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,7.654,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
